,Age,Income,Family,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,EDU,Account_Holder_Category
573,55,50,3,1.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
574,29,80,2,2.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
575,54,93,1,2.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
576,25,48,3,0.3,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
577,52,149,2,6.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
578,46,49,3,2.5,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
579,57,88,1,2.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
580,52,22,4,0.4,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
581,28,55,4,2.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
582,44,72,1,0.7,155,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
583,24,38,2,1.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
584,40,114,1,3.4,300,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
585,34,83,4,4.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
586,39,101,2,0.4,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
587,50,94,1,4.9,272,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
588,41,40,2,2.5,0,0,0,1,1,1,Under Graduate,Hold CD Account
589,31,128,1,6.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
590,29,39,4,2.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
591,30,51,1,1.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
592,44,79,4,2.0,0,0,1,1,1,1,Professional,Hold Securities and Deposit Account
593,33,48,4,2.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
594,50,85,1,0.0,144,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
595,42,41,1,1.8,94,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
596,48,152,1,3.5,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
597,24,125,2,7.2,0,0,1,0,0,1,Under Graduate,Hold Securities account
598,56,11,2,0.2,90,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
599,28,103,2,2.5,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
600,56,141,2,0.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
601,58,38,1,1.4,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
602,29,135,2,0.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
603,63,28,2,0.5,89,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
604,28,70,4,2.2,240,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
605,57,41,1,0.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
606,34,81,3,0.9,208,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
607,28,170,1,0.1,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
608,27,55,4,1.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
609,37,24,4,1.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
610,52,81,3,1.8,275,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
611,49,32,4,1.8,83,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
612,65,129,1,1.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
613,60,108,1,0.9,0,0,1,0,0,0,Under Graduate,Hold Securities account
614,37,180,1,8.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
615,63,139,2,6.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
616,40,33,2,1.4,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
617,46,74,4,2.6,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
618,63,42,2,0.7,115,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
619,57,73,1,3.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
620,33,115,4,2.9,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
621,41,114,2,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
622,41,92,2,1.9,131,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
623,44,34,1,0.3,78,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
624,33,54,2,1.67,122,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
625,52,64,2,1.0,211,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
626,30,42,1,0.2,100,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
627,45,70,3,2.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
628,49,51,1,1.3,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
629,45,71,4,2.9,218,0,0,1,1,1,Under Graduate,Hold CD Account
630,32,35,3,1.3,108,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
631,45,40,3,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
632,57,165,4,2.7,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
633,61,18,1,1.5,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
634,57,32,3,1.4,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
635,60,35,3,0.2,169,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
636,40,120,2,6.1,196,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
637,53,31,4,0.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
638,42,35,3,1.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
639,62,32,2,0.2,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
640,43,85,1,3.7,327,0,1,0,1,0,Professional,Hold Securities account
641,35,139,2,7.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
642,50,103,1,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
643,45,152,2,1.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
644,52,33,2,2.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
645,35,84,4,2.2,322,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
646,58,61,4,1.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
647,62,64,4,2.2,123,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
648,50,34,1,1.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
649,25,82,4,2.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
650,47,122,1,5.1,163,1,1,0,0,0,Professional,Hold Securities account
651,28,58,3,1.5,131,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
652,34,92,1,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
653,49,78,2,2.4,205,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
654,54,129,4,4.2,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
655,50,13,2,0.7,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
656,37,81,1,2.8,145,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
657,38,23,1,0.67,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
658,52,35,3,0.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
659,63,79,4,1.7,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
660,39,165,2,3.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
661,63,52,2,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
662,65,185,3,2.0,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
663,46,49,3,2.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
664,54,64,1,1.8,227,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
665,54,61,4,2.0,0,0,1,0,1,0,Professional,Hold Securities account
666,52,112,1,2.4,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
667,63,72,3,2.0,190,0,1,0,1,0,Professional,Hold Securities account
668,66,18,3,0.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
669,56,41,4,2.5,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
670,23,61,4,2.6,239,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
671,65,105,1,3.0,282,1,1,1,1,0,Graduate,Hold Securities and Deposit Account
672,51,23,1,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
673,34,22,1,0.5,85,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
674,49,59,3,2.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
675,29,33,1,2.0,160,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
676,47,11,1,0.9,103,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
677,46,204,2,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
678,52,61,4,1.8,207,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
679,55,103,3,1.8,364,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
680,61,51,3,1.5,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
681,34,164,1,6.0,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
682,58,12,1,0.1,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
683,40,82,1,3.6,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
684,43,164,1,2.4,449,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
685,35,48,2,1.67,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
686,24,38,4,0.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
687,48,65,2,1.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
688,44,71,4,1.9,207,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
689,54,18,1,0.3,0,0,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
690,59,52,2,1.6,75,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
691,45,48,3,2.5,113,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
692,26,30,1,1.0,111,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
693,40,40,2,2.2,107,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
694,32,112,1,3.8,81,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
695,29,115,1,1.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
696,51,63,2,1.0,82,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
697,42,85,1,3.7,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
698,64,59,1,2.5,220,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
699,44,68,1,0.8,91,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
700,37,84,2,1.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
701,44,62,3,0.8,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
702,35,109,3,4.0,0,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
703,41,141,2,7.6,92,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
704,56,129,1,7.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
705,62,30,3,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
706,58,148,1,4.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
707,47,25,3,0.67,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
708,35,21,3,1.3,115,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
709,29,72,4,2.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
710,43,59,3,0.9,87,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
711,62,83,3,1.8,187,0,1,0,0,0,Graduate,Hold Securities account
712,41,10,2,0.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
713,34,84,3,0.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
714,50,98,3,2.0,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
715,47,32,1,1.0,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
716,29,31,4,0.4,161,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
717,59,94,3,0.5,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
718,56,21,2,0.2,137,0,0,1,1,1,Professional,Hold CD Account
719,61,110,3,4.4,0,0,1,0,1,0,Under Graduate,Hold Securities account
720,58,38,1,2.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
721,49,39,1,1.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
722,45,132,3,1.2,0,1,0,1,1,1,Graduate,Hold CD Account
723,50,61,4,2.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
724,64,92,1,2.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
725,39,119,2,6.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
726,58,53,4,2.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
727,62,18,3,1.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
728,45,114,2,4.4,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
729,58,90,1,3.0,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
730,43,140,1,7.0,205,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
731,28,90,2,3.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
732,26,85,1,1.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
733,49,80,1,1.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
734,66,53,2,1.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
735,33,49,4,2.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
736,61,152,3,3.3,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
737,64,138,2,2.8,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
738,36,80,4,2.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
739,49,82,2,2.4,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
740,52,195,1,8.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
741,61,22,1,1.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
742,32,81,1,2.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
743,61,40,4,2.2,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
744,45,154,2,2.8,0,0,1,0,1,0,Under Graduate,Hold Securities account
745,30,49,3,1.1,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
746,62,85,4,3.4,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
747,57,21,3,0.1,0,0,1,1,1,0,Graduate,Hold Securities and Deposit Account
748,41,14,1,1.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
749,58,60,4,1.6,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
750,29,138,2,4.33,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
751,53,98,1,1.3,355,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
752,64,22,4,0.6,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
753,49,49,1,1.2,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
754,38,102,2,1.9,0,0,0,1,1,1,Under Graduate,Hold CD Account
755,56,45,4,0.7,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
756,56,82,4,1.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
757,52,81,3,1.8,0,0,1,0,0,0,Graduate,Hold Securities account
758,64,35,1,1.5,0,0,1,0,0,0,Graduate,Hold Securities account
759,53,59,2,1.9,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
760,29,52,3,1.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
761,48,84,3,0.7,166,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
762,32,85,1,2.7,100,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
763,54,65,1,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
764,37,89,2,1.7,314,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
765,47,109,4,1.8,0,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
766,37,81,1,2.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
767,64,38,1,1.1,108,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
768,43,72,2,1.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
769,33,78,4,2.0,119,0,1,0,1,0,Graduate,Hold Securities account
770,26,172,2,6.9,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
771,42,71,3,2.33,106,0,1,0,1,0,Under Graduate,Hold Securities account
772,54,165,1,4.1,0,1,0,1,1,1,Professional,Hold CD Account
773,41,120,2,3.9,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
774,55,39,1,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
775,65,23,3,0.7,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
776,50,135,2,4.6,91,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
777,55,12,2,0.2,76,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
778,62,92,2,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
779,53,192,2,6.4,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
780,32,42,4,0.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
781,56,158,3,3.7,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
782,54,194,3,6.0,587,1,1,1,1,1,Professional,Hold Securities and Deposit Account
783,44,160,2,7.6,0,0,1,0,0,0,Under Graduate,Hold Securities account
784,48,98,2,6.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
785,46,164,2,7.6,0,0,0,1,1,1,Under Graduate,Hold CD Account
786,45,42,2,2.5,0,0,1,0,1,0,Under Graduate,Hold Securities account
787,45,202,3,10.0,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
788,58,10,4,0.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
789,29,31,4,0.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
790,55,58,4,0.9,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
791,55,65,4,2.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
792,41,98,1,4.0,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
793,24,150,2,2.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
794,54,44,2,2.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
795,57,15,2,0.2,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
796,30,82,2,2.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
797,42,61,3,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
798,29,38,1,2.0,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
799,29,39,4,2.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
800,31,173,1,6.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
801,47,8,4,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
802,36,51,3,2.0,214,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
803,52,62,4,1.8,82,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
804,54,34,4,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
805,55,132,3,5.9,307,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
806,53,44,4,1.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
807,52,162,1,8.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
808,64,64,3,2.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
809,54,111,1,0.1,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
810,32,41,2,2.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
811,63,52,4,1.67,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
812,36,65,4,2.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
813,50,130,1,1.1,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
814,33,45,2,0.1,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
815,62,35,1,1.9,118,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
816,49,65,3,0.7,263,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
817,41,38,2,0.7,91,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
818,51,42,4,1.1,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
819,56,45,4,1.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
820,51,145,1,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
821,39,33,4,1.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
822,61,60,3,1.4,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
823,35,45,1,2.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
824,39,72,4,2.4,0,0,1,0,1,0,Under Graduate,Hold Securities account
825,37,34,3,0.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
826,48,23,3,0.67,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
827,63,45,2,1.0,88,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
828,35,28,4,1.0,75,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
829,55,81,4,3.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
830,29,72,3,0.7,81,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
831,61,49,4,1.67,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
832,36,31,4,1.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
833,61,63,3,2.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
834,36,150,4,5.4,0,1,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
835,58,142,2,3.9,193,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
836,42,74,3,3.0,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
837,30,24,1,0.4,81,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
838,45,29,4,1.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
839,39,79,4,2.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
840,27,94,2,0.2,310,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
841,57,121,1,4.3,0,0,1,0,0,0,Under Graduate,Hold Securities account
842,34,54,3,2.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
843,64,73,3,2.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
844,47,71,1,0.8,127,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
845,44,29,3,1.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
846,51,93,1,2.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
847,40,73,1,1.5,252,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
848,57,19,4,0.9,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
849,33,58,2,0.1,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
850,46,39,1,0.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
851,41,23,2,1.4,0,0,1,0,1,0,Graduate,Hold Securities account
852,33,29,1,0.6,127,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
853,27,155,1,0.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
854,52,90,1,2.6,0,0,1,0,1,0,Graduate,Hold Securities account
855,59,113,2,2.0,77,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
856,62,42,1,1.8,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
857,49,30,4,0.2,0,0,0,1,1,1,Under Graduate,Hold CD Account
858,45,19,3,0.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
859,63,124,3,5.0,170,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
860,57,30,2,0.7,145,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
861,60,28,1,1.5,124,0,1,0,1,0,Professional,Hold Securities account
862,50,15,2,1.0,101,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
863,54,70,1,1.6,265,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
864,28,10,1,0.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
865,60,22,3,0.3,139,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
866,44,70,4,1.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
867,61,61,1,1.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
868,40,161,2,3.3,0,0,1,0,0,1,Under Graduate,Hold Securities account
869,54,29,2,0.8,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
870,43,35,3,0.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
871,54,48,4,2.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
872,32,44,4,0.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
873,24,88,3,0.8,134,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
874,30,40,4,2.1,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
875,61,21,4,0.4,123,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
876,40,58,2,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
877,35,59,4,0.1,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
